Id,dia_de_la_semana,dia,mes,ano,contador_ruta_reforma222,contador_ruta_revolucion,contador_ruta_patriotismo
2356,jueves,23,julio,2020,NA,748,697
2357,lunes,27,julio,2020,NA,617,551
2358,viernes,31,julio,2020,NA,657,598
2359,sábado,8,agosto,2020,NA,657,739
2360,lunes,10,agosto,2020,NA,540,570
2361,martes,11,agosto,2020,NA,661,649
2362,sábado,15,agosto,2020,NA,718,622
2363,martes,18,agosto,2020,NA,653,707
2364,viernes,21,agosto,2020,NA,731,726
2365,lunes,24,agosto,2020,NA,631,550
2366,jueves,27,agosto,2020,NA,686,614
2367,viernes,28,agosto,2020,NA,661,608
2368,martes,1,septiembre,2020,NA,744,758
2369,viernes,4,septiembre,2020,NA,693,713
2370,sábado,12,septiembre,2020,NA,659,632
2371,martes,15,septiembre,2020,NA,626,625
2372,miércoles,16,septiembre,2020,NA,435,553
2373,jueves,17,septiembre,2020,NA,673,636
2374,viernes,25,septiembre,2020,NA,733,613
2375,viernes,2,octubre,2020,NA,761,766
2376,sabado,3,octubre,2020,NA,707,665
2377,miércoles,7,octubre,2020,NA,778,715
2378,jueves,8,octubre,2020,NA,812,741
2379,martes,13,octubre,2020,NA,695,711
2380,jueves,15,octubre,2020,NA,836,785
2381,domingo,18,octubre,2020,NA,622,806
2382,miércoles,21,octubre,2020,NA,753,788
2383,jueves,22,octubre,2020,NA,746,780
2384,domingo,25,octubre,2020,NA,643,917
2385,lunes,26,octubre,2020,NA,742,722
2386,miércoles,28,octubre,2020,NA,806,778
2387,martes,3,noviembre,2020,NA,691,613
2388,domingo,8,noviembre,2020,NA,569,910
2389,miércoles,11,noviembre,2020,NA,824,802
2390,jueves,12,noviembre,2020,NA,638,734
2391,domingo,15,noviembre,2020,NA,432,835
2392,lunes,16,noviembre,2020,NA,410,619
2393,martes,17,noviembre,2020,NA,608,591
2394,jueves,19,noviembre,2020,NA,402,638
2395,lunes,23,noviembre,2020,NA,527,637
2396,lunes,30,noviembre,2020,NA,398,561
2397,martes,6,octubre,2020,NA,785,743
2398,viernes,9,octubre,2020,NA,750,765
2399,lunes,12,octubre,2020,NA,658,619
2400,lunes,19,octubre,2020,NA,691,696
2401,viernes,30,octubre,2020,NA,589,721
2402,sabado,31,octubre,2020,NA,493,663
2403,lunes,2,noviembre,2020,NA,567,599
2404,jueves,5,noviembre,2020,NA,754,700
2405,sábado,7,noviembre,2020,NA,732,696
2406,martes,10,noviembre,2020,NA,681,743
2407,viernes,13,noviembre,2020,NA,788,787
2408,miércoles,18,noviembre,2020,NA,498,635
2409,viernes,20,noviembre,2020,NA,383,618
2410,domingo,22,noviembre,2020,NA,337,858
2411,viernes,27,noviembre,2020,NA,419,718
2412,domingo,29,noviembre,2020,NA,318,828
2413,jueves,1,octubre,2020,NA,738,804
2414,domingo,4,octubre,2020,NA,576,869
2415,lunes,5,octubre,2020,NA,654,661
2416,sábado,10,octubre,2020,NA,751,688
2417,domingo,11,octubre,2020,NA,620,932
2418,miércoles,14,octubre,2020,NA,767,684
2419,viernes,16,octubre,2020,NA,834,763
2420,sábado,17,octubre,2020,NA,730,717
2421,martes,20,octubre,2020,NA,778,773
2422,viernes,23,octubre,2020,NA,766,764
2423,sábado,24,octubre,2020,NA,763,735
2424,martes,27,octubre,2020,NA,783,762
2425,jueves,29,octubre,2020,NA,549,741
2426,domingo,1,noviembre,2020,NA,501,890
2427,miércoles,4,noviembre,2020,NA,773,707
2428,viernes,6,noviembre,2020,NA,771,752
2429,lunes,9,noviembre,2020,NA,712,660
2430,sábado,14,noviembre,2020,NA,652,617
2431,sábado,21,noviembre,2020,NA,652,646
2432,martes,24,noviembre,2020,NA,436,677
2433,miércoles,25,noviembre,2020,NA,613,669
2434,jueves,26,noviembre,2020,NA,376,705
2435,sábado,28,noviembre,2020,NA,415,723
2436,martes,1,diciembre,2020,NA,555,640
2437,miércoles,2,diciembre,2020,NA,455,736
2438,jueves,3,diciembre,2020,NA,466,713
2439,viernes,4,diciembre,2020,NA,536,753
2440,sábado,5,diciembre,2020,NA,434,635
2441,domingo,6,diciembre,2020,NA,354,782
2442,lunes,7,diciembre,2020,NA,592,559
2443,martes,8,diciembre,2020,NA,443,664
2444,miércoles,9,diciembre,2020,NA,675,636
2445,jueves,10,diciembre,2020,NA,459,694
2446,viernes,11,diciembre,2020,NA,457,677
2447,sábado,12,diciembre,2020,NA,455,610
2448,domingo,13,diciembre,2020,NA,509,731
2449,lunes,14,diciembre,2020,NA,445,563
2450,martes,15,diciembre,2020,NA,642,671
2451,miércoles,16,diciembre,2020,NA,552,655
2452,jueves,17,diciembre,2020,NA,673,668
2453,viernes,18,diciembre,2020,NA,677,716
2454,sábado,19,diciembre,2020,NA,481,562
2455,domingo,20,diciembre,2020,NA,382,678
2456,lunes,21,diciembre,2020,NA,539,521
2457,martes,22,diciembre,2020,NA,542,596
2458,miércoles,23,diciembre,2020,NA,660,625
2459,jueves,24,diciembre,2020,NA,420,471
2460,viernes,25,diciembre,2020,NA,200,328
2461,sábado,26,diciembre,2020,NA,394,501
2462,domingo,27,diciembre,2020,NA,482,707
2463,lunes,28,diciembre,2020,NA,515,471
2464,martes,29,diciembre,2020,NA,620,519
2465,miércoles,30,diciembre,2020,NA,592,515
2466,jueves,31,diciembre,2020,NA,348,418
2467,viernes,1,enero,2021,NA,291,388
2468,sábado,2,enero,2021,NA,490,489
2469,domingo,3,enero,2021,NA,422,698
2470,lunes,4,enero,2021,NA,551,512
2471,martes,5,enero,2021,NA,612,506
2472,miércoles,6,enero,2021,NA,669,605
2473,jueves,7,enero,2021,NA,421,548
2474,viernes,8,enero,2021,NA,508,603
2475,sábado,9,enero,2021,NA,369,646
2476,domingo,10,enero,2021,NA,585,880
2477,lunes,11,enero,2021,NA,384,527
2478,martes,12,enero,2021,NA,453,639
2479,miércoles,13,enero,2021,NA,396,617
2480,jueves,14,enero,2021,NA,380,631
2481,viernes,15,enero,2021,NA,562,706
2482,sábado,16,enero,2021,NA,372,650
2483,domingo,17,enero,2021,NA,407,794
2484,lunes,18,enero,2021,NA,364,663
2485,martes,19,enero,2021,NA,552,653
2486,miércoles,20,enero,2021,NA,729,639
2487,jueves,21,enero,2021,NA,455,698
2488,viernes,22,enero,2021,NA,601,720
2489,sábado,23,enero,2021,NA,583,766
2490,domingo,24,enero,2021,NA,607,868
2491,lunes,25,enero,2021,NA,445,603
2492,martes,26,enero,2021,NA,482,688
2493,miércoles,27,enero,2021,NA,398,691
2494,jueves,28,enero,2021,NA,460,683
2495,viernes,29,enero,2021,NA,693,727
2496,sabado,30,enero,2021,NA,647,746
2497,domingo,31,enero,2021,NA,615,936
2498,lunes,1,febrero,2021,NA,436,631
2499,martes,2,febrero,2021,NA,415,692
2500,miércoles,3,febrero,2021,NA,473,729
2501,jueves,4,febrero,2021,NA,455,704
2502,viernes,5,febrero,2021,NA,494,801
2503,sábado,6,febrero,2021,NA,420,768
2504,domingo,7,febrero,2021,NA,666,909
2505,lunes,8,febrero,2021,NA,392,631
2506,martes,9,febrero,2021,NA,445,714
2507,miércoles,10,febrero,2021,NA,412,693
2508,jueves,11,febrero,2021,NA,455,668
2509,viernes,12,febrero,2021,NA,549,719
2510,sábado,13,febrero,2021,NA,460,797
2511,domingo,14,febrero,2021,NA,633,924
2512,lunes,15,febrero,2021,NA,521,601
2513,martes,16,febrero,2021,NA,518,720
2514,miércoles,17,febrero,2021,NA,447,717
2515,jueves,18,febrero,2021,NA,510,722
2516,viernes,19,febrero,2021,NA,699,727
2517,sábado,20,febrero,2021,NA,503,771
2518,domingo,21,febrero,2021,NA,404,940
2519,lunes,22,febrero,2021,NA,580,648
2520,martes,23,febrero,2021,NA,548,708
2521,miércoles,24,febrero,2021,NA,455,725
2522,jueves,25,febrero,2021,NA,491,774
2523,viernes,26,febrero,2021,NA,527,735
2524,sabado,27,febrero,2021,NA,457,753
2525,domingo,28,febrero,2021,NA,422,953
