PUNTO_LEV,ID_UNICO,FOLIO,CALLE_LEV,CALLE_1,CALLE_2,RESUL,F1,P1,MUNORI,P2_COL,P2_REF1,P2_REF2,P3,MUNDES,P4_COL,P4_REF1,P4_REF2,P5,P6,P7_HR,P7_MIN,P8_HR,P8_MIN,P9,P9_1,P10,P11,P11_1,P12,P13,P14_1,P14_2,P14_3,P14_4,P15,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17,P17_1,P17_2,P17_3,P18,P19,P20,P21_NIVEL,NIVEL,P21_AÑO,P22,P23,P23_1,P24,P24_1,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P26_7,P26_8,P27,FACTOR
229,102,7,JOSEFA ORTIZ DE DOMINGUEZ,DALIA,,1,23,3,09013,SANTA MARIA TEPEPAN,,,1,09013,SANTA CRUZ,,,5,2,14,10,15,0,2,0.0,,2,0.0,,2,4,4,4,4,4,1,2,2,2,1,2,2,2,2,,,,2,,1,4,3,3,0,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,202.95562928
230,128,9,AV. NUEVO LEON,TULUPAN,,1,31,2,09013,IZTAPACOYAC,SANTA CRUZ,,4,09013,TLAPACOYAC,SANTA CRUZ,,4,4,16,20,17,18,2,0.0,,2,0.0,,2,4,3,4,8,1,2,2,2,8,2,2,2,2,2,,,,1,1,1,3,1,3,200,1300,2,1,2,4,2,2,2,2,2,2,2,1,4,357.64426454
231,127,9,SAN PEDRO ACTOPAN,MOCTEZUMA,CALTONGO,1,45,1,09013,SANTA CRUZ,,,5,09013,SAN GREGORIO,,,5,10,16,10,16,30,1,1.0,2,2,0.0,,1,4,4,4,4,1,2,2,2,2,2,2,2,2,1,2,8,1,2,,1,4,3,3,200,999999,3,1,2,4,2,2,2,2,2,2,2,2,6,81.95814693
233,3109,8,MELCHOR OCAMPO,VICENTE GUERRERO,LA PAZ,1,17,1,09013,NATIVITAS,,,4,09013,NATIVITAS,MELCHOR OCAMPO,,4,4,15,0,15,10,2,0.0,,2,0.0,,1,4,4,4,4,9,1,2,2,2,1,2,2,2,2,,,,2,,2,5,3,2,999999,999999,9,1,2,1,2,2,2,2,2,2,2,2,4,140.7
233,3112,11,MELCHOR OCAMPO,VICENTE GUERRERO,LA PAZ,1,41,4,09013,TULYEHUALCO,,,1,09013,LA LOMA,,,5,2,17,0,18,0,1,1.0,2,2,0.0,,2,4,4,4,4,5,1,1,2,2,1,1,2,2,2,,,,1,1,2,7,5,4,999999,3500,3,1,2,1,2,2,2,2,2,2,2,2,4,140.7
235,3128,2,AV CAMINO NATIVITAS,GALEANA,16 DE SEPTIEMBRE,1,27,1,09013,NATIVITAS,,,2,09013,NATIVITAS,,,1,1,7,0,7,40,1,1.0,4,2,0.0,,1,8,8,8,1,7,1,1,2,2,1,1,9,1,1,2,9,2,2,,1,5,3,2,200,999999,9,1,2,3,2,2,2,2,2,2,1,2,6,55.45
235,3144,18,AV CAMINO NATIVITAS,AV 16 DE SEPTIEMBRE,,1,20,1,09013,SAN JUAN,,,2,09013,JAZMIN,,,3,5,11,0,11,30,1,2.0,1,2,0.0,,2,2,3,2,3,8,2,2,2,2,1,2,2,2,2,,,,2,,2,5,4,3,100,999999,2,1,2,4,2,2,1,2,2,2,2,2,4,55.45
235,3150,24,AV CAMINO NATIVITAS,AV 16 DE SEPTIEMBRE,GALEANA,1,17,3,09013,NATIVITAS,,,1,09013,ZAPOPAN,,,4,2,12,30,13,1,2,0.0,,2,0.0,,2,2,4,8,3,7,1,2,2,2,1,2,2,2,1,2,9,2,1,1,1,4,3,3,80,999999,3,1,2,4,2,2,1,2,1,2,2,1,4,55.45
240,3197,7,BENITO JUAREZ,PROLONGACION DIEGO RIVERA,BENITO JUAREZ,1,47,2,09012,CAPULIN,,,1,09013,SAN LAZARO,,,5,7,12,20,12,50,1,1.0,2,2,0.0,,1,8,8,8,8,1,1,2,2,2,2,2,1,2,1,1,4,2,2,,1,4,3,3,988888,3050,3,1,2,4,1,2,1,2,2,2,2,2,4,22.43
240,3206,16,BENITO JUAREZ,PROLONGACION DIEGORIVERA,BENITO JUAREZ,1,20,5,09012,CAPULIN,,,1,09012,CAPULIN,,,5,10,20,15,20,30,2,0.0,,2,0.0,,1,4,4,4,4,6,2,2,2,2,2,2,2,2,2,,,,2,,2,5,3,2,988888,3250,3,1,2,1,2,2,1,2,2,2,2,2,4,22.43
97,1563,10,AV 506,553,555,1,40,2,09005,SAN JUAN DE ARAGON,506,INSURGENTES,6,09005,SAN JUAN DE ARAGON,508,NR,4,8,12,20,13,45,2,0.0,,2,0.0,,1,1,3,1,1,3,2,1,2,2,1,2,2,2,1,2,3,2,1,2,1,5,4,3,50,5000,3,1,2,4,2,2,2,2,2,2,2,1,6,107.72
97,1566,13,AV 506,AV 553,AV 555,1,18,1,09017,20 DE NOVIEMBRE,PAILEROS,CERAMICA,2,09005,AV ARAGON 2DA SECCION,AV 506,99,4,1,12,0,15,30,1,1.0,4,1,10.0,8,1,2,1,3,1,1,2,1,2,2,2,1,2,2,2,,,,2,,1,5,4,3,100,999999,3,1,2,2,2,2,2,2,2,1,2,2,4,107.72
98,1582,7,AV. 606,AV. 613,AV. 611,1,37,4,09005,SAN JUAN DE ARAGON,AV. 623,,5,09005,SAN JUAN DE ARAGON,AV 611,,4,10,13,14,13,25,2,0.0,,2,0.0,,1,4,4,4,4,1,2,2,2,2,1,2,2,1,2,,,,2,,2,5,4,3,50,2800,2,1,2,4,1,2,2,2,2,2,2,1,6,33.4
102,1640,10,AV SUR 12,ROJO GOMEZ,AV SUR 12,1,22,1,09006,AGRICOLA ORIENTAL,,,7,09006,AGRICOLA ORIENTAL,,,3,10,13,30,13,35,2,0.0,,2,0.0,,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,,,,1,1,1,5,4,3,50,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,65.96
102,1632,2,AV SUR 12,ROJO GOMEZ,SUR 12,1,60,2,09006,AGRICOLA ORIENTAL,,,1,09006,AGRICOLA ORIENTAL,,,4,2,9,15,9,25,2,0.0,,2,0.0,,2,3,3,3,3,1,2,2,2,2,1,2,2,2,2,,,,1,1,1,5,4,3,400,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,65.96
103,1651,2,SUR 16,ORIENTE 217,,1,42,2,09006,AGRICOLA ORIENTAL,,,7,09006,AGRICOLA ORIENTAL,,,4,8,7,30,8,0,1,8.0,9,1,8.0,8,1,4,4,4,4,3,1,1,1,1,1,1,1,1,2,,,,2,,1,4,3,3,100,8000,4,1,2,2,1,2,2,2,2,2,2,1,4,135.69
99,1592,2,FRANCISCO MORAZAN,PICO DE ORIZABA,MALINCHE,1,64,7,09005,AMPLIACION PROVIDENCIA,LA CAMPESTRE,,2,15058,CAMPESTRE,AV 23,21 TORRES,4,1,7,47,8,27,1,1.0,9,2,0.0,,1,4,9,9,4,1,2,2,2,2,2,2,2,2,1,2,3,2,1,1,1,3,2,6,40,3000,2,1,2,4,2,2,2,2,2,2,2,2,1,67.43
100,1620,8,AV. CENTRAL,AV. NORTE,CALLE 1,1,23,1,09006,AGRICOLA PANTITLAN,ESCUELA,AV. CENTRAL,5,09006,AGRICOLA PANTITLAN,GUARDERIA,MERCADO,5,10,15,43,15,58,2,0.0,,2,0.0,,1,4,4,4,4,10,2,1,2,2,1,1,2,1,1,2,6,2,2,,1,5,4,3,300,988888,9,1,2,4,2,2,2,2,2,2,2,2,4,100.16
100,1621,9,AV. CENTRAL,CALLE 1,AV. NORTE,1,53,3,09006,AGRICOLA PANTITLAN,METRO PANTITLAN,XOCHIMILCO,1,09006,AGRICOLA ORIENTAL,AV. ZARAGOZA,METROBUS,5,2,14,45,17,58,2,0.0,,2,0.0,,2,4,4,4,4,10,2,1,2,1,1,1,2,1,2,,,,1,1,1,4,3,3,350,4800,3,1,2,4,2,2,1,2,2,2,2,2,4,100.16
98,1590,15,AV 606,AV 613,AV 611,1,23,3,15058,GUSTAVO MADERO,BOSQUES DE ARAGON,,1,09005,MOCTEZUMA 2DA SECCION,,,5,2,20,25,21,20,2,0.0,,2,0.0,,2,4,4,4,4,10,2,2,2,2,2,2,2,2,1,2,3,2,1,1,1,8,4,3,100,4500,3,1,2,4,2,2,2,2,2,2,2,1,6,33.4
29,406,12,AV. JARDIN,AV. CENTRAL,CALLE 19,1,25,4,09005,CHALMA DE GUADALUPE,PUEBLA,OAXACA,1,09005,LA ESCALERA,OTHON DE MELISANBA,,5,2,12,30,14,0,1,5.0,3,1,3.0,7,2,3,2,4,3,2,1,2,2,2,1,2,2,2,1,2,3,2,2,,1,8,5,5,200,3000,2,1,2,4,2,2,2,2,2,2,2,1,4,19.62
29,399,5,AV. JARDIN,AV. CENTRAL,CALLE 19,1,31,2,09002,PROGRESO,CALLE 13,CALLE 15,1,09002,VALLEJO,CALLE 42,CALLE 43,1,8,6,0,7,0,2,0.0,,2,0.0,,2,1,2,3,1,3,1,1,2,2,1,1,1,1,2,,,,2,,1,4,3,3,70,1000,1,1,2,2,2,2,2,2,2,2,2,2,4,19.62
29,420,26,AV. JARDIN,AV. CENTRAL,CALLE 19,1,28,2,09002,PARQUE INDUSTRIAL,AV. LAS GRANJAS,RABAUL,1,09002,TRABAJADORES,MINERES,,5,8,18,50,19,5,2,0.0,,2,0.0,,2,4,4,4,4,10,1,1,2,2,1,1,1,1,2,,,,2,,1,5,4,3,5,6000,3,1,2,4,2,2,2,2,2,2,2,2,4,19.62
29,404,10,AV. JARDIN,AV. CENTRAL,CALLE 19,1,59,1,09002,PROHOGAR,27,10 ENTRE LA 12,2,09002,CENTRAL SUR,,,4,1,8,0,10,0,1,2.0,2,2,0.0,,2,4,1,4,1,1,2,2,2,2,2,1,1,2,2,,,,1,1,1,8,5,4,40,8000,4,1,2,4,2,2,2,2,2,2,2,2,4,19.62
28,383,13,CALZADA CAMARONES,NORTE 67,BEGONIAS,1,33,4,09002,AZCAPOTZALCO,PARQUE HIDALGO,,1,09002,NUEVA SANTA MARCIA,PARQUE REVOLUCION,,4,2,12,0,12,40,2,0.0,,2,0.0,,1,4,4,4,4,2,2,1,2,2,1,1,2,1,2,,,,2,,1,8,4,3,30,7000,4,1,2,1,2,2,2,2,2,2,2,2,4,47.57
30,425,3,PONIENTE 128,NORTE 35,,1,38,1,09002,SA ANDRES DE LA SALINA,,,2,09002,INDUSTRIAL VALLEJO,,,5,1,9,0,9,45,2,0.0,,2,0.0,,2,2,2,3,3,7,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,80,7000,4,1,2,4,1,2,1,2,2,2,2,1,4,12.97
27,362,18,AV. CUITLAHUAC,BIOLOGO MAXIMINO MTZ,PONIENTE 54,1,19,1,09002,SALVADOR XOCHIMANCA,ESCUELA PRIMARIA,,5,09002,ELECTRICISTAS,IGLESIA SANTA EDIBIJES,,5,3,14,20,14,38,2,0.0,,2,0.0,,1,1,1,1,1,10,2,2,2,2,1,2,1,2,1,2,6,2,2,,1,5,4,3,100,4000,3,1,2,1,2,2,2,2,2,2,2,1,6,43.95
27,360,16,AV. CUITLAHUAC,EGIPTO,NORTE 79-A,1,42,1,09016,SAN DIEGO OCOYOACAC,ATRAS MEGA SORIANA,,3,09002,SALVADOR XOCHIMANGA,SECUNDARIA BIOLO,MAXIMILIANO MTZ,4,1,12,30,14,0,2,0.0,,2,0.0,,1,4,1,4,1,5,2,2,2,2,2,2,2,1,2,,,,1,1,1,8,5,4,50,10000,5,1,2,1,1,2,1,2,2,2,2,1,3,43.95
27,367,23,AV. CUITLAHUAC,BIOLOGICO MAXIMINO MTZ,PONIENTE 54,1,19,1,09002,OBRERA POPULAR,COBRE DE MEXICO,,4,09002,CALVERIA,WALMART,,4,4,16,0,17,10,2,0.0,,2,0.0,,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,,,,2,,1,5,4,3,200,4000,3,1,2,1,2,2,2,2,2,2,2,2,3,43.95
24,274,7,AV. DE LAS GRANJAS,ANTIGUA CALZADA GUADALUPE,PRIVADA TLATENCO,1,42,1,09002,SAN ANDRES,,,2,09014,LA POSTAL,,,4,1,8,50,10,15,1,1.0,4,2,0.0,,1,3,3,4,4,9,1,1,1,1,1,1,1,1,1,2,9,1,1,1,1,5,3,1,100,5000,3,1,2,4,2,2,1,2,2,2,2,2,4,37.55
18,149,7,CALZADA DE LOS LEONES,CALZADA DELOS LEONES,5 DE MAYO,1,28,1,09010,CEHUAYO,,,2,09016,S MIGUEL CHAPULTEPEC,,,1,1,12,40,14,0,2,0.0,,2,0.0,,1,3,2,8,4,6,1,2,1,1,1,1,1,1,1,1,3,2,2,,1,8,5,5,40,8000,4,1,2,4,1,1,1,2,2,2,2,2,6,224.51
16,132,4,AV JALAPA,DIAZ ORDAZ,COLIPA,1,21,5,09010,JALALPA EL GRANDE,REF 2 J NORTE,,1,09010,JALALPA EL GRANDE,REF DE  COLIPA,,3,2,17,0,18,0,2,0.0,,2,0.0,,2,3,4,8,3,1,2,1,2,2,2,2,1,1,2,,,,2,,2,4,3,3,988888,999999,2,1,2,1,2,2,2,2,2,2,2,2,3,55.92
18,147,5,CALZADA DE LOS LEONES,CALZADA DE LOS LEONES,5 DE MAYO,1,24,1,09010,L DE TARANDO,,,3,09003,,,,4,3,12,0,12,38,2,0.0,,2,0.0,,2,4,2,4,4,1,2,1,2,2,1,1,2,1,1,1,3,2,2,,2,8,5,5,250,2000,2,1,2,4,2,2,2,2,2,2,2,2,6,224.51
17,140,7,PROLONGACION REFORMA,ISAAC COSTERA,,1,42,2,09010,RECREO SANTA FE,,,1,09016,TORRE BLANCA,,,2,2,18,50,19,48,2,0.0,,2,0.0,,2,4,2,4,3,10,1,1,2,2,1,1,1,2,2,,,,2,,1,8,4,3,200,20000,6,1,1,1,2,2,2,2,2,2,2,2,4,23.0
31,448,19,CALZADA ERMITA IZTAPALAPA,ERMITA,PLUTARCO ELIAS CALLES,1,26,2,09014,DEL VALLE,EJE 7,UNIVERSIDAD,1,09014,ERMITA,ALTAMIRA,MIRAFLOR,4,2,14,1,14,30,2,0.0,,2,0.0,,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,8,4,3,200,13000,5,1,2,1,1,2,2,2,2,2,2,2,3,49.1
31,432,2,CALZADA ERMITA IZTAPALAPA,PLUTARCO ELIAS CALLES,ERMITA,1,25,1,09015,DOCTORES,DR. VERTIZ,DR. NAVARRO,2,09014,ERMITA,ERMITA,PLUTARCO ELIAS CALLES,3,8,7,40,8,20,2,0.0,,2,0.0,,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,3,2,2,,1,5,4,3,200,11000,5,1,2,2,1,2,2,2,2,2,2,2,6,49.1
32,458,2,AV. PLUTARCO ELIAS CALLES,PLUTARCO ELIAS CALLES,,1,22,1,15122,XICO,,,4,09014,SAN ANDRES,,,4,8,6,0,8,0,1,2.0,4,1,4.0,8,1,1,1,3,4,1,2,2,2,2,2,2,2,2,1,1,9,1,2,,1,3,2,6,150,4500,3,6,2,4,1,2,1,2,2,2,2,2,3,97.64
34,493,9,SIMON BOLIVAR,SIMON BOLIVAR,FERNANDO,1,45,2,09014,ALAMOS,,,4,09014,ALAMOS,,,1,4,12,40,12,55,2,0.0,,2,0.0,,2,4,4,4,2,1,1,1,2,2,2,2,2,2,1,1,8,2,2,,1,5,4,3,100,988888,3,1,2,4,2,2,2,2,2,2,2,2,3,32.11
32,459,3,AV. PLUTARCO ELIAS CALLES,PLUTARCO ELIAS CALLES,,1,55,5,09999,,,,2,09014,,,,1,1,6,0,6,30,1,3.0,1,1,3.0,5,2,4,1,1,4,1,1,1,2,2,1,1,2,2,1,2,3,2,2,,1,5,4,3,0,3200,3,6,2,4,2,2,2,2,2,2,2,1,3,97.64
24,272,5,AV. DE LAS GRANJAS,ANTIGUA CALZADA GUADALUPE,PRIVADA DE LAS GRANJAS,1,56,1,09002,ELECTRICISTAS,,,7,09002,SANTA CATARINA,,,4,4,8,0,8,35,2,0.0,,2,0.0,,1,1,3,4,2,1,2,1,2,2,1,1,2,1,1,3,3,2,1,1,1,4,3,3,100,2000,2,1,2,4,2,2,1,2,2,2,2,2,4,37.55
24,270,3,AV. DE LAS GRANJAS,ANTIGUA CALZADA GUADALUPE,PRIVADA TLATENCO,1,18,2,09002,SANTA CATARINA,EL PARQUE,,7,09002,SANTO TOMAS,EL METRO,,5,8,6,55,7,10,2,0.0,,2,0.0,,2,3,3,4,2,8,2,2,1,2,2,1,2,2,2,,,,2,,1,4,3,3,150,2000,2,1,2,2,2,1,2,1,2,2,2,2,4,37.55
23,259,10,REAL DE SAN MARTIN,TEPANTONGO,,1,15,4,09002,DELEGACION,,,1,09002,REYNOSA,,,5,2,9,55,10,5,2,0.0,,2,0.0,,1,1,1,1,4,10,1,1,2,2,1,2,2,2,1,1,3,2,2,,1,4,3,3,200,999999,9,1,2,1,2,2,2,2,2,2,2,1,6,77.19
22,242,20,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,58,2,09002,ELECTRISISTA,ESCUELA,,5,09016,TACUBA,,,4,5,13,50,14,15,2,0.0,,2,0.0,,2,1,1,3,1,2,2,1,2,1,1,1,2,1,2,,,,1,1,2,4,3,3,50,600,1,1,2,4,2,2,2,2,1,2,2,2,4,36.41
23,256,7,REAL DE SAN MARTIN,TEPANTONGO,,1,37,1,09002,NUEVA ESPAÐA,,,2,09002,EL RUFINO,,,5,1,6,30,6,45,2,0.0,,2,0.0,,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,2,,1,4,3,3,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,4,77.19
22,228,6,CAMINO A NEXTENGO,DEMOCRACIAS,MORELOS,1,30,1,09002,SAN MIGUEL AMANTLA,,,2,09002,SANTALACIA,,,5,1,8,35,8,45,1,1.0,3,2,0.0,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,2,2,,1,5,4,3,200,6000,3,1,2,4,2,2,2,2,2,2,2,2,4,36.41
22,232,10,CAMINO A NEXTENGO,DEMOCRACIAS,PROVIDENCIA,1,57,1,09002,SAN MIGUEL AMANTLA,,,4,09002,CLAVERLA,,,5,4,10,10,10,30,2,0.0,,2,0.0,,2,4,3,3,4,5,2,1,2,2,1,2,2,2,1,1,3,2,2,,1,4,3,3,0,1100,2,1,2,4,2,2,2,2,2,2,2,2,4,36.41
20,201,30,EL ROSARIO,AQUILES SERDAN,,1,51,1,09002,SAN JUAN,,,3,09002,,CCH AZCAPOTZALCO,,4,3,17,30,18,0,1,1.0,2,2,0.0,,1,3,2,2,3,10,1,2,2,2,1,2,2,2,2,,,,2,,1,4,3,3,100,999999,2,1,2,1,1,1,2,2,2,2,2,2,4,26.05
19,159,9,AV. DE LAS CULTURAS,CULTURA GRIEGA,,1,88,1,09002,EL ROSARIO,,,2,09002,CENTRO,,,1,1,9,28,9,53,2,0.0,,2,0.0,,2,4,4,4,4,10,1,1,2,2,2,1,2,2,2,,,,2,,1,3,2,6,100,4200,3,1,2,1,2,2,2,2,2,2,2,1,5,71.66
9,85,11,VASCO DE QUIROGA,POLVORA,,1,20,7,09010,SANTA FE,,,1,09010,MEXICANA,,,3,6,19,0,19,40,2,0.0,,2,0.0,,1,4,4,4,4,10,2,2,2,2,1,1,2,2,1,2,9,1,1,1,1,3,1,2,200,4800,3,1,2,4,2,2,2,2,2,2,2,2,4,26.72
3,31,6,JUVENTINO ROSAS,SOFIA,AV. REVOLUCION,1,28,1,09017,VENUSTIANO CARRANZA,,,2,09014,BENITO JUAREZ,,,4,1,12,0,99,99,2,0.0,,2,0.0,,8,4,1,8,4,9,1,1,8,2,1,1,2,2,2,,,,1,1,1,8,5,5,100,999999,5,1,2,1,2,2,2,1,2,2,2,2,1,454.48
3,27,3,JUSTINO ROSAS,SOFIA,AV. REVOLUCION,1,30,2,09010,SAN ANGEL,,,2,09010,TLACOPAL,,,2,8,10,20,10,30,2,0.0,,2,0.0,,1,2,1,4,4,10,1,2,2,2,1,2,2,2,2,,,,2,,1,5,4,3,150,999999,9,1,2,1,2,2,2,2,2,2,2,2,1,454.48
4,41,10,SAN JERONIMO,IGLESIA,,1,36,2,09010,JARDINES DEL PEDREGAL,,,1,09007,EL CHITON,,,3,2,16,35,17,25,2,0.0,,2,0.0,,2,4,4,4,4,10,1,1,1,2,1,1,2,1,2,,,,1,1,1,8,4,1,100,12000,5,1,2,2,2,2,1,2,2,2,2,2,4,76.25
38,528,7,AV DR JESÚS MARÍA VERTIZ,DR VERTIZ,LUZ SAVI?ON,1,37,1,09011,NOPALERA,,,2,09015,ROMA,,,5,1,8,30,10,30,1,2.0,2,2,0.0,,1,4,1,2,1,1,2,1,2,1,1,1,2,2,1,2,5,2,2,,1,5,3,2,100,6000,3,1,2,2,1,2,1,2,2,2,2,2,3,21.46
39,93,6,ANAXEGORAS,OBRERA MUNDIAL,,1,33,2,09014,DEL VALLE,,,1,09014,DEL VALLE,,,5,2,13,30,14,20,2,0.0,,2,0.0,,1,4,4,4,4,10,1,1,2,1,1,1,1,1,2,,,,2,,1,5,4,3,100,2500,2,1,2,2,2,2,2,2,2,2,1,2,4,44.717508
94,1498,12,FERROCARRIL HIDALGO HIDALGO,FC HIDALGO,VICTORIA,1,21,2,09005,ESTRELLA,TESORO,FC HIDALGO,7,09005,"ESTRELLA, LAVANDERIA",HENRI FORD,FC HIDALGO,4,5,15,10,15,30,2,0.0,,2,0.0,,1,1,1,4,8,1,1,1,2,2,1,1,1,1,1,2,9,8,2,,1,8,4,2,500,999999,4,1,2,3,1,1,2,2,2,2,2,2,4,110.99
92,1445,23,EDUARDO MOLINA,FRAY SEBASTIAN DE APARICIO,,1,48,1,09005,VASCO DE QUIROGA,,,2,09005,COYOL,,,5,1,14,10,14,30,2,0.0,,2,0.0,,2,4,4,4,4,1,1,1,1,2,1,1,1,2,2,,,,2,,1,3,1,1,30,1800,2,1,2,1,1,2,2,2,2,1,2,1,1,15.21
85,1279,14,PONIENTE 134,NORTE 23 A,AV. 100 METROS,1,62,2,09005,GERTRUDIS SANCHEZ,ORIENTE 119,AV. VICTORIA,1,09005,VALLEJO,AV. LAS TORRES,MARGARITA MAZA DE JUAREZ,1,2,15,0,16,20,1,3.0,3,1,4.0,6,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,3,2,6,300,3000,2,1,2,4,1,2,2,2,2,2,2,1,4,39.3
81,1206,6,EMILIANO ZAPATA,LAZARO CARDENAS,GUADALUPE VICTORIA,1,20,1,15033,JAIME SALVADOR,BAJADA DEL CERRITO,GUADALUPE VICTORIA,2,09002,INDUSTRIAL VALLEJO,NORTE 45,NORTE 59,5,1,8,0,9,10,1,1.0,4,2,0.0,,1,1,3,1,1,10,2,1,2,2,1,1,2,1,1,3,8,2,1,1,1,5,4,3,15,999999,4,1,2,1,2,2,2,2,2,2,2,2,4,84.7
80,1197,12,DARIO FERNANDEZ,DARIO FERNANDEZ,ROBERTO PEDRAZA,1,60,1,09005,VALLE DE MADERO CUAUTEPEC,,,7,09005,ARBOLEDAS,,,4,10,13,0,14,0,1,2.0,4,2,0.0,,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,2,9,2,1,2,1,4,3,3,500,8000,4,1,2,1,1,2,2,2,2,2,2,2,4,27.57
85,1272,7,PONIENTE 134,NORTE 23 A,100 METROS,1,17,1,09005,LINDAVISTA VALLEJO,NORTE 134,,4,09005,LINDAVISTA VALLEJO,100 METROS,,4,4,12,0,12,15,1,2.0,3,1,1.0,6,2,1,1,4,1,4,1,1,2,1,2,1,2,1,2,,,,1,1,1,5,4,3,20,6000,3,1,2,4,2,2,2,2,2,2,2,2,6,39.3
83,1243,9,SANTIAGO ATEPETLAC,CALLE 29,CALLE 1,1,52,4,09005,PROGRESO NACIONAL,ES UN MERCADO,,5,09005,AMP GUADALUPE PROLETARIA,UNA IGLESIA,,5,10,11,20,12,0,2,0.0,,2,0.0,,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,1,1,1,4,3,3,200,999999,3,1,2,1,1,2,2,2,2,2,2,1,4,50.48
90,1399,44,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,36,1,09005,SALVADOR,ORIENTE 155,ORIENTE 153,2,09005,PANAMERICANA,PONIENTE 120,PONIENTE 153,3,1,17,30,17,58,1,2.0,3,1,3.0,6,1,1,1,1,1,6,1,1,2,2,1,1,1,2,2,,,,2,,2,6,5,4,200,6500,4,1,2,4,1,1,1,1,2,2,2,1,4,26.68
92,1424,2,EDUARDO MOLINA,FRAY SEABASTIAN DE APARICIO,,1,50,1,09005,VASCO DE QUIROGA,,,2,09005,VASCO DE QUIROGA,,,1,1,7,50,8,10,2,0.0,,2,0.0,,2,3,1,3,3,10,2,2,2,2,2,2,2,2,2,,,,2,,1,1,1,0,988888,750,1,1,2,4,2,2,2,2,2,2,2,2,1,15.21
92,1428,6,EDUARDO MOLINA,FRAY SEBASTIAN DE APARICIO,,1,28,1,09005,SAN FELIPE,,,2,09005,DIAZ MIRON,,,1,1,9,0,10,0,2,0.0,,2,0.0,,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,,,,2,,2,5,4,3,988888,4000,3,1,2,4,2,2,1,2,2,2,2,2,1,15.21
90,1359,4,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,23,1,09005,PENSADORES DE LA REPUBLICA,PONIENTE 108,PONIENTE 110,4,09005,PENSADORES DE LA REPUBLICA,112,110,5,4,8,0,8,40,1,1.0,2,2,0.0,,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,5,4,3,200,999999,3,1,2,4,2,2,2,2,2,2,2,2,4,26.68
90,1370,15,LAZARO CARDENAS,PONIENTE 112,MONTEVIDEO,1,44,1,09005,PANAMERICANA,PONIENTE 116,118,2,09005,CAPALTITLAN,PONIENTE 112,113,5,1,11,1,11,15,1,2.0,3,2,0.0,,1,1,1,3,1,5,2,1,2,2,2,1,1,2,2,,,,1,1,1,4,3,3,200,4000,3,1,2,2,2,2,2,2,2,2,2,2,4,26.68
87,1316,16,FERNANDO AMILPA,ENRIQUE TORRES,,1,79,2,09005,EL RISCO,,,2,09005,EL RISCO,,,5,8,14,48,15,6,2,0.0,,2,0.0,,2,4,4,4,4,10,2,1,1,2,1,1,1,1,1,2,9,1,1,1,1,3,2,6,100,3000,2,1,2,1,2,2,2,2,2,2,2,2,4,37.11
86,1287,5,ACUEDUCTO DE GUADALUPE,AV. RIO DE LOS REMEDIOS,,1,18,1,15104,ALPINO LEON,EVERES,ANAHUATL,2,09005,,TERMINAL DEL NORTE,,5,1,9,30,12,0,1,10.0,4,1,10.0,8,1,1,1,1,1,8,2,2,1,2,1,1,2,1,2,,,,2,,2,4,3,3,300,999999,3,1,2,3,2,1,2,2,2,2,2,2,4,72.46
88,1342,21,ACUEDUCTO DE GUADALUPE,ACUEDUCTO DE GUADALUPE,AXAYACATL,1,37,1,09005,ARAGON,,,4,09005,,,,4,4,20,0,20,15,2,0.0,,2,0.0,,2,1,1,4,4,1,2,2,2,2,1,1,2,2,1,2,9,1,2,,1,3,2,6,190,999999,2,1,2,1,2,2,2,2,2,2,2,1,4,26.89
76,1123,29,DR. IGNACIO MORONES PRIETO,DR. JOSE MARIA VERTIZ,DR. IGNACIO MORONES PIRETO,1,36,1,09015,DOCTORES,,,2,09014,NAPOLES,WTC,,1,1,7,0,8,0,2,0.0,,2,0.0,,1,1,1,4,4,1,1,1,1,2,2,1,2,1,1,3,3,2,2,,1,8,5,5,800,999999,3,1,2,4,2,2,1,2,2,2,2,2,1,29.68
